Column1;Column2
Arapça hazýrlýk sýnýfý kaç seviyeden oluþuyor?;A1: (Baþlangýç),
A2: (Orta Altý); 
B1: (Orta Öncesi); 
B1+: (Orta);
B2: (Orta Üstü) olmak üzere;
"beþ farklý seviyeden oluþan modül sistemi uygulanýr.""";
Arapça hazýrlýk yýlýndan muaf olmak için kaçýncý seviyede olmam gerekiyor?;Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýndan da 100 üzerinden en az 70 puan üzeri almýþ olmanýz gerekir.
Arapça muafiyet sýnavýný geçmek için kaç almam gerekiyor?;Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýndan da 100 üzerinden en az 70 puan üzeri almýþ olmanýz gerekir.
Arapça muafiyet sýnavý kaç bölümden oluþuyor?;Yabancý Dil Sýnavý, “Seviye Belirleme Sýnavý” ve “Yabancý Dil Yeterlilik Sýnavý” olmak üzere iki aþamadan oluþuyor.
Arapça muafiyet sýnavý nasýl yapýlýyor?;Seviye Belirleme Sýnavý:
;
Üniversiteye yeni kaydolan öðrencilerin yabancý dil seviyeleri; Üniversiteye kayýt yaptýrdýklarý akademik yýlýn baþýnda Hazýrlýk Birim Koordinatörü tarafýndan yapýlan Seviye Belirleme Sýnavý ile belirlenir.
Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar; Yabancý Dil Yeterlilik Sýnavýna girmeye hak kazanýrlar.
Öðrencilerin yabancý dil hazýrlýk programýnda hangi modüle yerleþtirilecekleri; Seviye Belirleme Sýnav sonuçlarýna göre Hazýrlýk Birim Koordinatörü tarafýndan belirlenir.
Seviye Belirleme Sýnavýna girmeyen öðrenciler yabancý dil hazýrlýk sýnýfýnda A1 (Baþlangýç) modülüne yerleþtirilir.;
Seviye Belirleme Sýnavýna girmeyen öðrenciler için mazeret sýnavý yapýlmaz.;
Yabancý Dil Yeterlilik Sýnavý:;
;
"Yabancý Dil Yeterlilik Sýnavý; öðrencilerin"; dinlediðini anlama
Bu yönerge hükümlerince belirlenen þartlarý taþýyan yabancý dil hazýrlýk sýnýfý öðrencileri; Hazýrlýk Birim Koordinatörü tarafýndan akademik yýlýn baþýnda yapýlan Yabancý Dil Yeterlilik Sýnavýna alýnýrlar.
Yabancý Dil Yeterlilik Sýnavýndan 100 üzerinden en az 70 puan alan öðrenciler; zorunlu yabancý dil hazýrlýk sýnýfýndan muaf tutularak kabul edildikleri lisans diploma programlarýna baþlamaya hak kazanýrlar.
Yabancý Dil Yeterlilik Sýnav sonuçlarý; sýnavdan sonra en geç üç gün içinde ilan edilir.
Yabancý Dil Yeterlilik Sýnavýnýn geçerlik süresi sýnavýn yapýldýðý tarihten itibaren iki yýldýr.;
"Yabancý Dil Yeterlilik Sýnavýnýn tarihleri akademik takvimde belirlenir ve önceden ilan edilir.""";
Arapça muafiyet sýnavý test mi, klasik mi oluyor?;Sýnav hibrit bir þekilde yapýlýyor. Üniversitemizin resmi sayfasýnda Hazýrlýk Birimi kategorisinde örnek sorular bulabilirsiniz.
Arapça muafiyet sýnavý test mi oluyor?;Hayýr, sýnavda yazma bölümü gibi klasik bölümde yer alýyor.
Arapça muafiyet sýnavý klasik mi oluyor?;Hayýr, sýnavda test bölümleri bulunmaktadýr.
Arapça hazýrlýk sýnýfý hangi seviyede bitiyor?;B2 modülünü yarýyýl içerisinde baþarý ile tamamlayan, ancak kayýtlý olduðu diploma programýnda derslere baþlayamayan öðrenciler için ileri seviyede (C1 veya özel amaçlý) sýnýflar açýlabilir.
Ýngilizce hazýrlýk sýnýfý hangi seviyede bitiyor?;B2 modülünü yarýyýl içerisinde baþarý ile tamamlayan, ancak kayýtlý olduðu diploma programýnda derslere baþlayamayan öðrenciler için ileri seviyede (C1 veya özel amaçlý) sýnýflar açýlabilir.
Türkçe hazýrlýk sýnýfý hangi seviyede bitiyor?;B2 modülünü yarýyýl içerisinde baþarý ile tamamlayan, ancak kayýtlý olduðu diploma programýnda derslere baþlayamayan öðrenciler için ileri seviyede (C1 veya özel amaçlý) sýnýflar açýlabilir.
Arapça hazýrlýk sýnýfýnda hangi dersler var?;Dil Bilgisi, Okuma ve Yazma, Dinleme ve Konuþma olarak üç temel ders bulunmakatadýr.
Ýngilizce hazýrlýk sýnýfýnda hangi dersler var?;Main Course, Listening and Speaking, Reading and Writing olarak üç temek ders bulunmaktadýr.
Türkçe hazýrlýk sýnýfýnda hangi dersler var?;Dil Bilgisi, Okuma ve Yazma, Dinleme ve Konuþma olarak üç temel ders bulunmakatadýr.
Ýngilizce hazýrlýkta haftalýk ders saatleri nedir?;Ýngilizce Yabancý dil hazýrlýk sýnýfýnda her modül için haftada 28 ders saatinden az olmamak üzere eðitim - öðretim yapýlan yoðun bir yabancý dil programý uygulanýr.
Hazýrlýkta ders kaç dakika sürüyor?;Genellikle 50 dakika ders, 10 dakika ara olarak yapýlýyor.
Hazýrlýk eðitiminde sýnavlar nasýl yapýlýyor?;Kýsa Sýnavlar:
;
Kýsa sýnavlar her modülde her dersten (yazma; okuma
"Kýsa sýnavlarýn programý önceden ilan edilmez; herhangi bir gün ve herhangi bir ders saati içinde uygulanýr.";
Kýsa sýnava giremeyen öðrenci için telafi sýnavý ve/veya mazeret sýnavý yapýlmaz.;
Modül Sonu Sýnavý:;
;
Modül Sonu Sýnavý; her modül için bir kere olmak üzere
Modül Sonu Sýnavlarý; dinlediðini anlama
Devam þartýný yerine getirmeyen öðrenci; o modülün sonunda yapýlan Modül Sonu Sýnavýna giremez.
Modül Sonu Sýnavlarý; sýnavdan sonra en geç 5 (beþ) gün içinde ilan panosunda
Hazýrlýkta baþarýsýz olursam ne olur?;Zorunlu yabancý dil hazýrlýk sýnýfýna devam edip, ikinci yýlýn sonunda baþarý þartýný yerine getiremeyen öðrenciler talep etmeleri durumunda, üniversitede öðretim dili Türkçe olan eþdeðer bir programa kayýt yaptýrabilirler. Bu öðrenciler, üniversitede eþdeðer program bulunmamasý halinde talep etmeleri durumunda ÖSYM Baþkanlýðý tarafýndan bir defaya mahsus olmak üzere kayýt yaptýrýldýðý yýl itibariyle, öðrencinin üniversiteye giriþ puanýnýn, yerleþtirileceði programa kayýt yaptýrmak için aranan taban puandan düþük olmamasý þartýyla öðretim dili Türkçe olan programlardan birine merkezi olarak yerleþtirilebilirler.
"Zorunlu yabancý dil hazýrlýk sýnýfýnda ikinci yýlýn sonunda baþarý þartýný yerine getiremeyen öðrencinin üniversite ile iliþiði kesilir.""";
Modül sonu için mazeret sýnavý var mý?;Haklý ve geçerli sebeplerle Modül Sonu Sýnavýna giremeyen öðrenciler, mazeretlerini sýnav tarihini takip eden 5 (beþ) gün içerisinde Yabancý Diller Koordinatörlüðüne yazýlý olarak bildirir. Mazeretleri, danýþmaný ve Hazýrlýk Birim Koordinatörü tarafýndan kabul edilenler, sýnav hakkýný Hazýrlýk Programý Birim Koordinatörlüðünce belirlenen mazeret sýnav döneminde kullanýrlar.
Sýnav Komisyonu; mazeret sýnav sonuçlarýný sýnav tarihinden itibaren 5 (beþ) gün içerisinde
Hazýrlýkta seviyeyi geçme notu nedir?;"Yabancý dil hazýrlýk sýnýfý dil öðretiminde modül sonu deðerlendirme esasýna göre baþarý ölçümü yapýlýr. Modül sonu deðerlendirmeye girebilmesi için öðrencilerin her modül bitiminde yapýlan Modül Sonu Sýnavý’nda 100 (yüz) tam puan üzerinden en az 70 (yetmiþ) puan almalarý gerekir. Bu þartý yerine getirerek deðerlendirmeye alýnan öðrencilerin modül sonu baþarý notu; Modül Sonu Sýnavýnýn %50’si (yüzde elli) ve Kýsa Sýnavlarýn ortalamasýnýn %34’i (yüzde otuz dört) ile ödev, ders içi etkinlik ve/veya portfolyo çalýþmasý not ortalamasýnýn %16’i (yüzde on altý) toplanmak suretiyle hesaplanýr. Modül sonu baþarý notu alt sýnýrý 70’dir (yetmiþ). Modül sonu baþarý notu 70 (yetmiþ) ve üstünde olan öðrenciler o modülü baþarýyla tamamlamýþ olur ve bir üst modüle geçer."
Seviye atlamak için ortalamam kaç olmalý?;"Yabancý dil hazýrlýk sýnýfý dil öðretiminde modül sonu deðerlendirme esasýna göre baþarý ölçümü yapýlýr. Modül sonu deðerlendirmeye girebilmesi için öðrencilerin her modül bitiminde yapýlan Modül Sonu Sýnavý’nda 100 (yüz) tam puan üzerinden en az 70 (yetmiþ) puan almalarý gerekir. Bu þartý yerine getirerek deðerlendirmeye alýnan öðrencilerin modül sonu baþarý notu; Modül Sonu Sýnavýnýn %50’si (yüzde elli) ve Kýsa Sýnavlarýn ortalamasýnýn %34’i (yüzde otuz dört) ile ödev, ders içi etkinlik ve/veya portfolyo çalýþmasý not ortalamasýnýn %16’i (yüzde on altý) toplanmak suretiyle hesaplanýr. Modül sonu baþarý notu alt sýnýrý 70’dir (yetmiþ). Modül sonu baþarý notu 70 (yetmiþ) ve üstünde olan öðrenciler o modülü baþarýyla tamamlamýþ olur ve bir üst modüle geçer."
Hazýrlýkta baþarýsýz olan öðrenciler için telafi programý var mý?;B2 seviyesini bitirene kadar, her baþarýsýz olunan modül tekrar edilir.
Hazýrlýk programýnda sýnav sistemi ve aralýklarý nasýl olmaktadýr?;"Öðrencinin akademik yýl içinde dil becerisinin geliþiminin takibi ve ölçülmesine yönelik olarak kýsa sýnavlar ile bir üst modüle geçme þartýný saðlamak ve modül yeterliðini belirlemek için “Modül Sonu Sýnavý” yapýlýr. Modül Sonu Sýnavý, her modül için bir kere olmak üzere, akademik takvimde önceden ilan edilen tarihlerde, Hazýrlýk Birim Koordinatörü baþkanlýðýnda o modülde ders veren öðretim elemanlarýndan oluþan Sýnav Komisyonu tarafýndan yapýlýr. Modül Sonu Sýnavlarý, dinlediðini anlama, dilbilgisi ve kelime bilgisi, okuduðunu anlama, yazýlý ve/veya sözlü ifade bölümlerinden oluþur. Devam þartýný yerine getirmeyen öðrenci, o modülün sonunda yapýlan Modül Sonu Sýnavýna giremez. Ayrýca kýsa sýnavlar her modülde her dersten (yazma, okuma, dinleme, konuþma, gramer) toplamda en az 2 (iki) adet olmak üzere, Hazýrlýk Birim Koordinatörü yönetiminde, dersleri veren öðretim elemanlarý tarafýndan hazýrlanýr, uygulanýr ve deðerlendirilir. Kýsa sýnavlar; internet tabanlý sýnýf üzerinden test olarak, modül içi okuma ödevleri, sýnýf içi okuma konularý üzerine yazma vb. þeklinde de yapýlabilir. Kýsa sýnava giremeyen öðrenci için telafi sýnavý ve/veya mazeret sýnavý yapýlmaz."
Modül Sonu Sýnav sonuçlarýna itiraz edebilir miyim?;
;
,Öðrenciler; sýnav sonuçlarýna
Hazýrlýk sýnavýnda vize ve final var mý?;Hayýr, her seviye sonunda Modül Sonu Sýnavý vardýr.
Hazýrlýk sýnýfýnda devamsýzlýk sýnýrý nedir?;Bir modülde, %85 oranýnda derse devam zorunluluðu vardýr. Saðlýk kurumlarýndan alýnan rapor veya diðer benzeri belgelere dayalý devamsýzlýklar %15 oranýndaki mazeret içinde deðerlendirilir.
Devamsýzlýk hakkýmý doldurursam ne olur?;Herhangi bir modülde %15 oranýndan fazla derse mazeretli ve/veya mazeretsiz olarak devam etmeyen veya edemeyen öðrenci, “devamsýz” sayýlarak “baþarýsýz” olur ve ilgili modülü, devam eden modülde tekrar eder.
Mazeretli devamsýzlýk kabul ediliyor mu?;Bir modülde, %85 oranýnda derse devam zorunluluðu vardýr. Saðlýk kurumlarýndan alýnan rapor veya diðer benzeri belgelere dayalý devamsýzlýklar %15 oranýndaki mazeret içinde deðerlendirilir.
Devamsýzlýk hakký saðlýk raporu ile telafi edilebilir mi?;Bir modülde, %85 oranýnda derse devam zorunluluðu vardýr. Saðlýk kurumlarýndan alýnan rapor veya diðer benzeri belgelere dayalý devamsýzlýklar %15 oranýndaki mazeret içinde deðerlendirilir.
Hazýrlýk eðitimi ücretli mi?;Üniversitenin zorunlu yabancý dil hazýrlýk sýnýfý olan lisans diploma programlarýna yerleþtirilen öðrencilerin kayýtlarý öncelikle yabancý dil hazýrlýk sýnýfýna yapýlýr. 
Üniversitenin zorunlu yabancý dil hazýrlýk sýnýfý olmayan lisans diploma programlarýna kayýt yaptýran öðrencilerden isteyenlere kontenjan dâhilinde bir yýl süreli yabancý dil hazýrlýk programý uygulanýr. Yabancý dil hazýrlýk programý süresi;" normal öðretim süresine dâhil deðildir ve ücretlidir."""
Hazýrlýk sýnýfýnda kazandýðým burs geçerli mi?;Evet, geçerlidir.
Hazýrlýk okuyabilmek için üniversitenin bir bölümüne yerleþmem gerekir mi?;Hayýr, Üniversitenin zorunlu yabancý dil hazýrlýk sýnýfý olmayan lisans diploma programlarýna kayýt yaptýran öðrencilerden isteyenlere kontenjan dâhilinde bir yýl süreli yabancý dil hazýrlýk programý uygulanýr. Yabancý dil hazýrlýk programý süresi, normal öðretim süresine dâhil deðildir ve ücretlidir.
Hazýrlýk eðitimi burs kapsamýna giriyor mu?;Evet, Lisans için kazanýlan burs Hazýrlýk Sýnýfý için de geçerlidir.
Hazýrlýk sýnýfýnýn içinde ne tür sýnavlar uygulanýr?;Öðrencinin akademik yýl içinde dil becerisinin geliþiminin takibi ve ölçülmesine yönelik olarak kýsa sýnavlar ile bir üst modüle geçme þartýný saðlamak ve modül yeterliðini belirlemek için “Modül Sonu Sýnavý” yapýlýr.
Sýnavlar; kâðýt üzerinde ve/veya bilgisayar ortamýnda
Burslu öðrenciler hazýrlýk sýnýfýný geçemezse burslarýný kaybeder mi?;Hayýr, baþarýsýz olunan modülden normal bir þekilde devam edilir.
Modül Sonu sýnavý nedir?;Modül Sonu Sýnavý, her modül için bir kere olmak üzere, akademik takvimde önceden ilan edilen tarihlerde, Hazýrlýk Birim Koordinatörü baþkanlýðýnda o modülde ders veren öðretim elemanlarýndan oluþan Sýnav Komisyonu tarafýndan yapýlýr.
Modül Sonu Sýnavlarý; dinlediðini anlama
Devam þartýný yerine getirmeyen öðrenci; o modülün sonunda yapýlan Modül Sonu Sýnavýna giremez.
Modül Sonu Sýnavlarý; sýnavdan sonra en geç 5 (beþ) gün içinde ilan panosunda
Hazýrlýk öðrencileri üniversite imkanlarýndan yararlanabiliyor mu?;Evet, üniversitemizin imkanlarý hazýrlýk öðrencilerine de açýktýr.
Hazýrlýktaki öðrenciler üniversitedeki imkanlardan yararlanabilir mi?;Evet, üniversitemizin imkanlarý hazýrlýk öðrencilerine de açýktýr.
Hazýrlýk sýnýfýný geçmek için hangi sýnavlara girmem gerekiyor?;Her modülün sonunda modül sonu sýnavý gerçekleþtiriliyor.
Hazýrlýk sýnýfý sonunda sýnav yapýlýyor mu yoksa seviyelerden geçsem yetiyor mu?;Seviyelerin sýnavlarýndan geçmeniz yeterli olacaktýr.
Seviyeler bittikten sonra sýnav yapýlýyor mu?;Hayýr, Modül sonu sýnavýnlarýndan baþarýlý olmak yeterli olacaktýr.
TOEFL sýnavýna üniversitede girebiliyor muyum?;Evet, Üniversitemizde TOEFL Sýnav Salonlarý olarak Diller Okulu DLB09 ve DLB15 nolu odalar kullanýlacaktýr ve tek oturumda toplam 56 kiþi sýnava girebilecektir.
TOEFL sýnavýna kimler girebilir?;Ýngilizce dilinde kendine güvenen herkes baþvurabilir.
TOEFL sýnavý nedir?;Ýstanbul Sabahattin Zaim Üniversitesi, TOEFL sýnavý merkezlerinden biri oldu. Dünya üzerinde Ýngilizce yeterlilik göstergesi olarak en çok kabul gören TOEFL iBT, Educational Testing Service (ETS) tarafýndan Standart Amerikan Ýngilizcesini üniversite düzeyinde kullanabilme ve anlayabilme yeteneðini ölçen bir sýnav olarak biliniyor.
TOEFL sýnavýna nasýl kayýt olabilirim?;ETS websitesinden günün 24 saati, haftanýn yedi günü kaydolabilirsiniz. Baþvurular diðer test merkezlerinde olduðu gibi https://www.ets.org/tr/toefl/ibt/register adresinden yapýlmalýdýr.
TOEFL sýnavý nerede yapýlýyor?;Üniversitemizde TOEFL Sýnav Salonlarý olarak Diller Okulu DLB09 ve DLB15 nolu odalar kullanýlacaktýr.
TOEFL sýnavý kampüsün içinde mi yapýlýyor?;Evet,  TOEFL Sýnav Salonlarý olarak Diller Okulu DLB09 ve DLB15 nolu odalar kullanýlacaktýr.
TOEFL sýnavý üniversitede mi yapýlýyor?;Evet,  TOEFL Sýnav Salonlarý olarak Diller Okulu DLB09 ve DLB15 nolu odalar kullanýlacaktýr.
TOEFL sýnav günü yanýma ne getirmeliyim?;Kimliðiniz yanýnýzda bulunmalýdýr.
TOEFL sýnav günü yanýmda neler olmalý?;Kimliðiniz sýnava giriþ için gereklidir.
TOEFL sýnavý ücretsiz mi?;Hayýr,  sýnav ücreti Türkiye için ETS tarafýndan 2018 yýlý için 185 ABD Dolarý olarak belirlenmiþtir. 
TOEFL sýnavý ücretli mi?;Evet,  sýnav ücreti Türkiye için ETS tarafýndan 2018 yýlý için 185 ABD Dolarý olarak belirlenmiþtir. 
TOEFL sýnavý ne kadar?; Sýnav ücreti Türkiye için ETS tarafýndan 2018 yýlý için 185 ABD Dolarý olarak belirlenmiþtir. 
Yaz okulunda hazýrlýk eðitimi alabilir miyim?;Evet, hazýrlýk için yaz okulumuz bulunmaktadýr.
Bölüme geçiþ nasýl yapýlmaktadýr?;Hazýrlýk programýndan Yabancý Dil Hazýrlýk Sýnýfý Eðitim Öðretim ve Sýnav Yönergesi esaslarý doðrultusunda Yabancý Dil Hazýrlýk öðreniminde muaf olan veya B2 seviyesinde öðrenimini baþarýyla tamamlayan öðrenciler, akademik yýl veya yarý yýl baþlangýcýnda bölümlerine kayýt yaptýrabilirler.
Ýstanbul Sabahattin Zaim Üniversitesi'nin 2024-2025 akademik yýlý için uluslararasý öðrencilerden alýnan lisans programlarý öðrenim ücreti nedir?;Ýstanbul Sabahattin Zaim Üniversitesi'nde 2024-2025 akademik yýlý için uluslararasý öðrencilerden alýnan bursuz lisans programlarý öðrenim ücreti 7.000 Amerikan Dolarýdýr.
2024-2025 akademik yýlý için Ýstanbul Sabahattin Zaim Üniversitesi'nde uluslararasý öðrencilerin lisans programlarýna ödeyeceði öðrenim ücreti ne kadar?;Ýstanbul Sabahattin Zaim Üniversitesi'nde 2024-2025 akademik yýlý için uluslararasý öðrencilerden alýnan bursuz lisans programlarý öðrenim ücreti 7.000 Amerikan Dolarýdýr.
Ýstanbul Sabahattin Zaim Üniversitesi'nde 2024-2025 yýlýna ait uluslararasý öðrenci lisans programlarý için belirlenen öðrenim ücreti tutarý nedir?;Ýstanbul Sabahattin Zaim Üniversitesi'nde 2024-2025 akademik yýlý için uluslararasý öðrencilerden alýnan bursuz lisans programlarý öðrenim ücreti 7.000 Amerikan Dolarýdýr.
2024-2025 akademik yýlý için Ýstanbul Sabahattin Zaim Üniversitesi'nde uluslararasý öðrenciler için %25 burslu öðrenim ücreti nedir?;%25 burslu öðrenim ücreti 5.250 Amerikan Dolarýdýr.
Ýstanbul Sabahattin Zaim Üniversitesi'nde uluslararasý öðrenciler için %25 burslu öðrenim ücreti 2024-2025 akademik yýlýnda ne kadar?;%25 burslu öðrenim ücreti 5.250 Amerikan Dolarýdýr.
Ýstanbul Sabahattin Zaim Üniversitesi 2024-2025 akademik yýlý için %25 burslu öðrencilere öðrenim ücreti ne kadar belirlenmiþtir?;%25 burslu öðrenim ücreti 5.250 Amerikan Dolarýdýr.
2024-2025 akademik yýlý için Ýstanbul Sabahattin Zaim Üniversitesi'nde uluslararasý öðrenciler için %50 burslu öðrenim ücreti nedir?;2024-2025 akademik yýlý için %50 burslu öðrenim ücreti 3.500 Amerikan Dolarýdýr.
Ýstanbul Sabahattin Zaim Üniversitesi'nde uluslararasý öðrenciler için %50 burslu öðrenim ücreti 2024-2025 akademik yýlýnda ne kadar?;2024-2025 akademik yýlý için %50 burslu öðrenim ücreti 3.500 Amerikan Dolarýdýr.
